ScientificName,State,County,Town,Locality,Latitude,Longitude,Elevation,GPSOrMap,Date,HabitatType,Abundance,Distribution,PercentageCover,EvidenceOfReproduction,Reporter
Frangula alnus,NH,Cheshire,Walpole,Academy Ravine on School St in the village of Walpole NH at a small 2' waterfall.,43.0777,-72.41785,584,GPS,6/6/2004,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole, Fanny Mason Forest Walpole NH located on both sides of Rt. 12. This site was at a overgrown trail enterance at an east side roadside stop along Rt 12. ,43.05143,-72.44493,360,GPS,6/16/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole, Fanny Mason Forest Walpole NH located on both sides of Rt. 12. This site was at a overgrown trail whos entrance is at an east side roadside stop along Rt 12. ,43.05255,-72.4448,483,GPS,6/16/2004,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,Along same overgrown trail as 1824,43.05397,-72.4439,445,GPS,6/16/2004,Terrestrial,100-999,Multiple Patches,1-5%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,West side of Fanny Mason Forest Walpole  NH - West section of forest at the intersection of a rail/trail and River Rd. ,43.60933,-72.44792,281,GPS,6/16/2004,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,along same rail/trail as 1827,43.05652,-72.45048,383,GPS,6/16/2004,Terrestrial,20-99,Multiple Patches,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,This site is in Westmoreland NH on the Adam's Farm and along side a boat launch on the Connecticutt River.  ,42.99865,-72.44704,226,GPS,7/8/2004,Terrestrial,20-99,Multiple Patches,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,Hooper Forest Reservoir Rd. Walpole NH ,43.09045,-72.40288,1050,GPS,7/13/2004,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,Hooper Forest Reservoir Rd. Walpole NH ,43.0967,-72.3951,1147,GPS,7/13/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,Hooper Forest Reservoir Rd. Walpole NH ,43.09477,-72.3914,1118,GPS,7/13/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,No,James Blake
Frangula alnus,NH,Cheshire,Walpole,Walpole NH Warner Forest along Scovill Rd. and Derry Hill.,43.03627,-72.36833,1479,GPS,8/9/2004,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,James Blake
Frangula alnus,NH,Cheshire,Walpole,Walpole NH Warner Forest along Scovill Rd. and Derry Hill.,43.03898,-72.36747,1530,GPS,8/9/2004,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,James Blake
Frangula alnus,NH,Cheshire,Westmoreland,County Farm,42.96976,-72.46926,295,Map,6/24/2002,Terrestrial,More than 1000,No Invasives,6-25%,Yes,Jim Blake
Frangula alnus,NH,Cheshire,Westmoreland,County Farm,42.93683,-72.47631,936,GPS,10/2/2002,Terrestrial,20-99,No Invasives,51-75%,Yes,Jim Blake
Frangula alnus,NH,Coos,Northumberland,Site is on a segment of the CT River from approx speedway in Groveton and north about 2 miles (x11),44.5994,-71.5494,850,Map,9/18/2007,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Laurie Callahan
Frangula alnus,NH,Grafton,Bethlehem,Rocks Estate - Behind Forest Society Buildings,44.28083,-71.73417,1283,Map,6/2/2002,Terrestrial,20-99,Evenly Sparse,6-25%,Yes,Chris Mattrick
Frangula alnus,NH,Merrimack,New London,New London Hospital,43.41865,-72.001,1372,GPS,8/24/2003,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Ryan Jennison
Frangula alnus,NH,Rockingham,Greenland,Great Bay WMA,43.20917,-71.09611,56,GPS,6/13/2004,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Don LaFave
Frangula alnus,NH,Rockingham,Hampton,North side of Barbour Rd is a dirt road accessible by foot.,42.95083,-70.82139,21,Map,8/9/2004,Terrestrial,Less than 20,No Invasives,1-5%,Yes,Dawn Hamilton
Frangula alnus,NH,Rockingham,Hampton Falls,Along  southside of roadside Brimer's Lane,42.90806,-70.86306,10,Map,8/1/2004,Terrestrial,Less than 20,Single Patch,6-25%,Yes,Dawn Hamilton
Frangula alnus,NH,Rockingham,Salem,New Hampshire Welcome Center on I-93,42.75524,-71.22241,128,Map,8/16/2008,Terrestrial,20-99,Dense Throughout,26-50%,Yes,Herbert Petschelt
Frangula alnus,NH,Sullivan,Charlestown,Reservoir & Watershed Protection Area northeast of Charlestown off of North Hemlock Rd. ,43.25067,-72.39617,617,GPS,7/13/2007,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,James Blake
Frangula alnus,NH,Sullivan,Claremont,Ashley Boat Landing; small (75 feet) wetland depression North end access road (East side),43.3585,-72.38866,310,GPS,9/14/2002,Terrestrial,Single Plant,No Invasives,1-5%,Yes,Jan Lambert
Frangula alnus,RI,Kent,Warwick,City Park - Northeast ,41.69583,-71.41139,2,Map,8/29/2002,Terrestrial,100-999,No Invasives,51-75%,No,Felicia Gardella
Frangula alnus,RI,Kent,West Greenwich,Nettie Jones Nature Preserve; University of Rhode Island W. Alton Jones Campus; Edge of hayfield and old rockpile (now wooded),41.62445,-71.71321,260,GPS,8/9/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Lisa Gould
Frangula alnus,RI,Providence,Cranston,Good Earth Farm,41.76958,-71.53724,0,GPS,8/18/2004,Terrestrial,20-99,Multiple Patches,6-25%,No,Kelly Gravuer
Frangula alnus,RI,Providence,Cranston,Good Earth Farm,41.76938,-71.53742,0,GPS,8/18/2004,Terrestrial,20-99,Multiple Patches,6-25%,No,Kelly Gravuer
Frangula alnus,RI,Providence,Scituate,Road edge South Side of Rt. 14 apx. 200m W of Scituate Resevoir.,41.7898,-71.6064,300,GPS,5/13/2005,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Erik Endrulat
Frangula alnus,RI,Washington,Exeter,Simon Lillibridge Homestead Summit Road,41.57111,-71.7125,180,Map,7/17/2005,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Marnie Lacouture
Frangula alnus,RI,Washington,Westerly,North side of Winnapaug Pond in shrub zone at end of trail from Shore Road,41.3305,-71.8045,10,GPS,9/13/2002,Terrestrial,Less than 20,No Invasives,1-5%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Lathrup Audubon Property - East of Trail accessed by Shore Road,41.33266,-71.8045,50,GPS,9/14/2002,Terrestrial,100-999,No Invasives,75-100%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Lathrup Audubon Property; Plot centered on trail off of Shore Road,41.33233,-71.80533,57,GPS,9/14/2002,Terrestrial,Less than 20,No Invasives,1-5%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Lathrup Audubon Property - East of trail accessed from Shore Road,41.33233,-71.80483,50,GPS,9/14/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Avondale - North side of Avondale Road,41.32783,-71.84066,22,GPS,9/14/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Avondale Farm Preserve - Trail off of Greenvale Road,41.331,-71.83833,20,GPS,10/27/2002,Terrestrial,100-999,No Invasives,1-5%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Avondale Farm Preserve - trail off of Greenvale Road,41.33083,-71.83866,20,GPS,10/27/2002,Terrestrial,20-99,No Invasives,6-25%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Avondale Farm Preserve - Trail off of Greenvale Road,41.33,-71.83633,20,GPS,10/27/2002,Terrestrial,20-99,No Invasives,1-5%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Avondale Farm Preserve - trail off of Greenvale Road,41.3305,-71.83783,20,GPS,10/27/2002,Terrestrial,100-999,No Invasives,26-50%,Yes,Sara da Silva
Frangula alnus,RI,Washington,Westerly,Avondale Farm Preserve,41.32947,-71.83967,20,GPS,9/2/2004,Terrestrial,Less than 20,Evenly Sparse,6-25%,Yes,Kelly Gravuer
Frangula alnus,RI,Washington,Westerly,Avondale Farm Preserve,41.33041,-71.83831,23,GPS,8/2/2004,Terrestrial,20-99,Dense Throughout,51-75%,Yes,Kelly Gravuer
Frangula alnus,RI,Washington,Westerly,Avondale Farm Preserve,41.32949,-71.83634,19,GPS,9/3/2004,Terrestrial,Less than 20,Evenly Sparse,1-5%,Yes,Kelly Gravuer
Frangula alnus,RI,Washington,Westerly,Avondale Farm Preserve,41.32969,-71.83755,21,GPS,8/11/2004,Terrestrial,20-99,Multiple Patches,6-25%,Yes,Kelly Gravuer
Frangula alnus,VT,Bennington,Dorset,Campground B restrooms,43.2716,-73.0105,920,GPS,6/19/2005,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,Janet Towse
Frangula alnus,VT,Bennington,Dorset,Trail from campground C to lake,43.2689,-73.01,947,GPS,6/19/2005,Terrestrial,20-99,Single Patch,Less than 1%,Yes,Janet Towse
Frangula alnus,VT,Bennington,Dorset,Between trail from campground to and lakeshore,43.2722,-73.0077,770,GPS,6/19/2005,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Janet Towse
Frangula alnus,VT,Bennington,Dorset,trail off east side of rt 7 Emerald Lake State Forest?,43.2709,-73.0055,800,GPS,6/19/2005,Terrestrial,Less than 20,Evenly Sparse,Less than 1%,Yes,Janet Towse
Frangula alnus,VT,Bennington,Dorset,Black Rock Farm Rd. TNC Property,43.24719,-73.07881,0,GPS,6/19/2005,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Danielle Dyer
Frangula alnus,VT,Bennington,Dorset,Black Rock Preserve TNC Property,43.24783,-73.07939,0,GPS,6/19/2005,Terrestrial,Single Plant,Single Plant,Less than 1%,No,Danielle Dyer
Frangula alnus,VT,Bennington,Pownal,South Stream Waterfowl Management Area off of the west side of South Stream Road.  This plot was on the north side of the pond approx. 150 feet away from the dam along the mown path.,43.03139,-73.41722,1116,GPS,7/14/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Emily Seifert
Frangula alnus,VT,Bennington,Pownal,South Stream Waterfowl Management Area (130 acres) off of west side of South Stream Road just off dirt access road to dam 24 paces east of the turnaround before the gate.,43.42556,-73.51417,1152,GPS,8/9/2006,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Emily Seifert
Frangula alnus,VT,Bennington,Sunderland,Kesick Swamp Wildlife Management Area,43.08778,-73.10306,0,GPS,6/19/2005,Terrestrial,Less than 20,Multiple Patches,1-5%,Yes,Barbara Grunden
Frangula alnus,VT,Bennington,Sunderland,Kesick Swamp Wildlife Management Area,43.085,-73.10667,0,GPS,6/19/2005,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Barbara Grunden
Frangula alnus,VT,Caledonia,St. Johnsbury,Everett Natural ARea,44.43422,-72.00253,0,Map,10/14/2004,Terrestrial,More than 1000,Dense Throughout,75-100%,Yes,Chris Mattrick
Frangula alnus,VT,Chittenden,Burlington,Ethan Allen Homestead,44.6,-73.46111,140,GPS,6/26/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,No,Ben Copans
Frangula alnus,VT,Chittenden,Burlington,At first fork in trail go Northwest (left NOT up sttep slope).  Continue 55 meters along trail into Hemlock forest.  Turn South off trail (up slope) along foot path for 42 meters.  Plot center is in middle of four large Hemlocks - one with a double trunk.,44.47803,-73.18599,293,Map,8/11/2002,Terrestrial,20-99,No Invasives,Less than 1%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Centennial Woods - Main Trail access by East Avenue; number of paces from trail head approximately 500 feet; White Pine stand above wetland - North off trail,44.47555,-73.18793,298,Map,6/2/2002,Terrestrial,20-99,No Invasives,1-5%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,52 paces (33.5 meters) beyond end of first bridge on the trail; at base of hill Southeast off of trail; Red Maple at plot edge,44.47748,-73.18675,297,Map,8/11/2002,Terrestrial,20-99,No Invasives,6-25%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,42 meters Northeast of interpretive trail marker #10 at large Hemlock on South of trail; plot borders edge of trail; up slope North off trail,44.47941,-73.18534,283,Map,8/11/2002,Terrestrial,20-99,No Invasives,Less than 1%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at main trail off East Avenue; Continue on trail 130 meters to marker #2 and start of boardwalk.  Go 50 meters on boardwalk to patch of reed canary grass on Southeast of trail.  Plot edge at boardwalk - plot to Southeast.,44.47655,-73.1869,298,Map,9/21/2002,Terrestrial,20-99,No Invasives,1-5%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at main trail off East Avenue.  AFter end of boardwalks up slope at Y go East up slope.  At crest of hill note marker #5.  Continue East on trail 60 meters to mature large Norway Maples to South of trail.  Plot edge at trail plot to South.,44.47769,-73.1851,294,Map,9/21/2002,Terrestrial,20-99,No Invasives,1-5%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at trail marker #6. Go North on trail for 40 meters.  Turn Southwest off trial (down slope) and continue 60 meters to plot center.,44.47886,-73.18512,287,Map,9/21/2002,Terrestrial,20-99,No Invasives,Less than 1%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at trail marker #10.  Go Southwest on side-trail down slope for 30 meters to platform/bridge.  Plot edge at bridge plot to Southwest.,44.47996,-73.18584,276,Map,9/21/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at Northwest corner of South Picnic Shelter.  Go Northwest for 13 meters to bike path.  Turn Northeast on bike path and go 12 meters.  Turn Northwest off bike path onto path through Sumac South of fire hydrant.  Continue on path for 70 meters.  Go East off trail 12 meters into Lonicera thicket. ,44.45454,-73.22816,110,Map,8/25/2002,Terrestrial,20-99,No Invasives,1-5%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at Northwest corner of South Picnic Shelter.  Go Northwest for 13 meters on pavement.  Go West down bike path for 40 meters.  Turn North off bike path onto foot trail.  Continue 112 meters on path (stay down slope at rock outcrop).  Turn Northwest off trail.  Plot center off trail 6.5 meters.,44.45439,-73.22849,110,Map,8/25/2002,Terrestrial,100-999,No Invasives,6-25%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at East-Northeast corner of parking lot.  Go East on trail 15 meters to Y go East.  At 22 meters go South over logs.  At 40 meters turn West off trail (towards parking lot).  Plot center 13 meters West of trail.,44.45368,-73.22664,132,Map,9/20/2002,Terrestrial,More than 1000,No Invasives,26-50%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at East-Northeast corner of parking lot.  Go East on trail.  At 15 meters and Y go East.  At 22 meters go South over logs.  Continue South for 7 meters.  Turn East on trail and go 20 meters.  Turn North off trail and go 5 meters to plot center.  ,44.45436,-73.22662,126,Map,9/20/2002,Terrestrial,More than 1000,No Invasives,51-75%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Burlington,Begin at East-Northeast corner of parking lot.  Cattail stand begins North of parking lot 5 meters.  Plot is bordered by White Pines to East mowed field to West and North and pavement to South.,44.45442,-73.22732,120,Map,9/20/2002,Terrestrial,Single Plant,No Invasives,Less than 1%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,Colchester,Colchester,44.58139,-73.235,320,GPS,9/1/2002,Terrestrial,100-999,No Invasives,1-5%,Yes,Ben Copans
Frangula alnus,VT,Chittenden,Colchester,Colchester,44.61694,-73.25444,314,GPS,8/19/2002,Terrestrial,100-999,No Invasives,6-25%,Yes,Ben Copans
Frangula alnus,VT,Chittenden,Colchester,Colchester,44.61556,-73.27083,309,GPS,8/19/2002,Terrestrial,100-999,No Invasives,6-25%,Yes,Ben Copans
Frangula alnus,VT,Chittenden,Colchester,Colchester,44.6075,-73.31917,302,GPS,8/19/2002,Terrestrial,100-999,No Invasives,1-5%,Yes,Ben Copans
Frangula alnus,VT,Chittenden,Colchester,Colchester,44.63583,-73.22361,360,GPS,8/18/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Ben Copans
Frangula alnus,VT,Chittenden,South Burlington,Begin at orange posts at first road turn.  10 meters Northwest to trail.  53 meters Southwest along trail to sign No dogs off leash.  Go West on trail 170 meters to side trail.  Go Northwest  - continue 20 meters on trail.  West off trail 14 meters to center of plot.  ,44.44541,-73.2251,240,GPS,8/12/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,South Burlington,Begin at orange posts at first turn in road.  Return on road 43 meters to East (towards park entrance).  Turn off road to North.  Plot center off road 14 meters.,44.44622,-73.22237,180,Map,8/17/2002,Terrestrial,More than 1000,No Invasives,6-25%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,South Burlington,Begin at No dogs off leash sign near (within 60 meters of) orange posts at first turn in road.  Take trail to West (up slope) and continue for 195 meters.  At large old Sugar Maple to Southeast go Northwest (up slope) off trail for 20 meters.  Plot center at another large Sugar Maple.  ,44.44626,-73.22593,194,Map,8/17/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,South Burlington,77 meters West of green entrance gate at Central Avenue.  Turn Northeast off road for 13 meters.  Plot center in middle of 3 Black Locusts - one with a double trunk.  ,44.4516,-73.22093,180,GPS,8/12/2002,Terrestrial,100-999,No Invasives,6-25%,Yes,Gwen Causer
Frangula alnus,VT,Chittenden,South Burlington,Begin at trail crossroads by No dogs off leash sign.  Take Northwest trail and continue 210 meters along trail.  At 3 large Hemlocks head Southwest off trail 125 meters through dense understory.  Japanese barberry at plot center. ,44.44514,-73.22912,181,Map,8/17/2002,Terrestrial,20-99,No Invasives,1-5%,No,Gwen Causer
Frangula alnus,VT,Chittenden,South Burlington,Start at entry gate off Central Avenue.  Go West on road 28 meters to trail and turn North.  Follow trail for 305 meters when trail turns South sharply.  Go off trail West of foot path (up slope) for 83 meters to crest of hill.  Turn North and go 38 meters.  Turn Northwest and go 38 meters to North edge of plot (bittersweet to South).,44.44703,-73.22524,196,Map,10/14/2002,Terrestrial,Single Plant,No Invasives,Less than 1%,No,Gwen Causer
Frangula alnus,VT,Chittenden,South Burlington,Begin at trail crossroads and take trail to West approximately 100 meters to high overlook of Shelburne Bay (to South).  Continue North-Northwest on trail for 50 meters to Y and go North-Northeast on trail 370 meters to dry stream bed with drain pipe under trail.  Go South-Southeast off trail (up stream and slope).  Plot edge approximately 5 meters South-Southeast of trail.,44.44664,-73.22984,188,Map,9/18/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Gwen Causer
Frangula alnus,VT,Essex,Maidstone,Site is on a segment of the CT River from approx  speedway in Groveton NH and north about 2 miles (x31),44.59426,-71.55652,850,Map,9/18/2007,Terrestrial,Less than 20,Single Patch,6-25%,Yes,Laurie Callahan
Frangula alnus,VT,Orange,Williamstown,Williamstown High School grounds,44.127,-72.5474,850,Map,8/18/2004,Terrestrial,Less than 20,Single Patch,26-50%,Yes,Victoria Weber
Frangula alnus,VT,Rutland,Mount Tabor,Nielson Streambank WMA. Corner of Norse Lodge Rd & Rte. 7,43.32347,-72.99144,0,GPS,6/18/2005,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Danielle Dyer
Frangula alnus,VT,Windham,Brattleboro,Ft. Dummer State Park,42.81917,-72.56619,650,GPS,6/14/2006,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Ted Elliman
Frangula alnus,VT,Windham,Guilford,Fort Dummer State Park,42.81917,-72.56619,0,GPS,6/14/2006,Terrestrial,More than 1000,Multiple Patches,1-5%,Yes,Jennifer Campbell
Frangula alnus,VT,Windham,Guilford,Fort Dummer State Park,42.81931,-72.56646,0,GPS,6/14/2006,Terrestrial,100-999,Multiple Patches,6-25%,Yes,Jennifer Campbell
Frangula alnus,VT,Windham,Guilford,Fort Dummer State Park playing field near campground sites,42.81935,-72.56678,643,GPS,6/14/2006,Terrestrial,Less than 20,Multiple Patches,Less than 1%,Yes,Sara Kuebbing
Frangula alnus,VT,Windham,Guilford,Fort Dummer State Park campground,42.81916,-72.56625,649,GPS,6/14/2006,Terrestrial,20-99,Multiple Patches,1-5%,Yes,Laurie Callahan
Frangula alnus,VT,Windham,Wilmington,Wilmington,42.87525,-72.87444,0,GPS,7/11/2004,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,Marilyn Fetzer
Frangula alnus,VT,Windsor,Hartford,Northwest end of Quechee Gorge in State Park,43.63989,-72.40779,540,GPS,7/16/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee State Park North of Route 4 West of Quechee Parking area (plot 807),43.63881,-72.41002,630,GPS,7/31/2002,Terrestrial,Less than 20,No Invasives,1-5%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee State Park border with VINS New Center site (plot 663),43.64062,-72.41027,580,GPS,8/23/2002,Terrestrial,Less than 20,No Invasives,1-5%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,VINS New Center site; Northwest of Quechee Gorge and State Park (plot 620),43.64115,-72.40853,545,GPS,7/15/2002,Terrestrial,Single Plant,No Invasives,Less than 1%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Border of VINS New Center site and Quechee State Park (plot 567),43.64169,-72.40977,610,GPS,8/23/2002,Terrestrial,20-99,No Invasives,1-5%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,VINS New Center site - Northwest of Quechee Gorge and State Park (plot 537),43.64205,-72.40853,550,GPS,8/16/2002,Terrestrial,Less than 20,No Invasives,1-5%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee VT - Vermont Institute of Natural Science New Center site on West side of gated construction entrance at East end of property; On Route 4 next to boundary with State Park,43.6399,-72.4113,640,Map,10/5/2002,Terrestrial,20-99,No Invasives,6-25%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee VT - Vermont Institute of Natural Science New Center Site - Northwest of Quechee Gorge and State Park (plot 273),43.64386,-72.41002,565,GPS,7/24/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee VT - Vermont Institute of Natural Science New Center Site; Northwest of Quechee Gorge and State Park (plot 225),43.64422,-72.41126,570,GPS,9/14/2002,Terrestrial,Single Plant,No Invasives,Less than 1%,No,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee VT - Vermont Institute of Natural Science New Center Site; Northwest of Quechee Gorge and State Park (plot 183),43.64476,-72.41002,545,GPS,7/5/2002,Terrestrial,100-999,No Invasives,6-25%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee VT - Vermont Institute of Natural Science New Center Site; Northwest of Quechee Gorge and State Park (plot 147),43.64512,-72.41101,550,GPS,9/7/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee VT - Vermont Institute of Natural Science New Center Site; Northwest of Quechee Gorge and State Park,43.64529,-72.40877,518,GPS,8/11/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee VT - Vermont Institute of Natural Science New Center site; Northwest of Quechee Gorge and State Park (plot 119),43.64548,-72.41051,540,GPS,6/28/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee - Vermont Institute of Natural Science New Center site; Northwest of Quechee Gorge and State Park (plot 73),43.64602,-72.41076,535,GPS,9/2/2002,Terrestrial,Less than 20,No Invasives,1-5%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Hartford,Quechee - Vermont Institute of Natural Science new center site; Northwest of Quechee Gorge and State Park (plot 53),43.64637,-72.40853,525,GPS,7/28/2002,Terrestrial,Less than 20,No Invasives,1-5%,Yes,Dan (Rudi) Ruddell
Frangula alnus,VT,Windsor,Springfield,Bank of Black River midway between Route 5 and Interstate 91,43.26183,-72.43766,250,Map,10/24/2002,Terrestrial,20-99,No Invasives,6-25%,Yes,Jan Lambert
Frangula alnus,VT,Windsor,Springfield,150 feet East of Route 5 parking spot,43.26016,-72.43883,340,Map,10/24/2002,Terrestrial,Single Plant,No Invasives,Less than 1%,No,Jan Lambert
Frangula alnus,VT,Windsor,Springfield,75 feet from Route 5 Southeast of Bryant Farm Nature Trail sign,43.26,-72.43933,360,Map,10/24/2002,Terrestrial,Less than 20,No Invasives,Less than 1%,No,Jan Lambert
Frangula alnus,VT,Windsor,Springfield,Fish & Game Management Area Hoyts Landing Parking Area.,43.26125,-72.4309,299,GPS,7/2/2007,Terrestrial,Less than 20,Single Patch,Less than 1%,Yes,James Blake
Frangula alnus,VT,Windsor,Springfield,Hartness City Park on the northeast side of Springfield with the entrance off of Woodbury Rd. ,43.29963,-72.4662,886,GPS,7/9/2007,Terrestrial,Single Plant,Single Plant,Less than 1%,Yes,James Blake
Frangula alnus,VT,Windsor,Weathersfield,South side of dam Northeast on trail 200 feet - turn toward water,43.35033,-72.48916,720,GPS,9/1/2002,Terrestrial,20-99,No Invasives,1-5%,Yes,Jan Lambert
Frangula alnus,VT,Windsor,Weathersfield,South end of dam concrete spillway vegetation above retaining wall,43.35033,-72.48916,710,GPS,9/1/2002,Terrestrial,20-99,No Invasives,1-5%,Yes,Jan Lambert
